"text","text","best_surface2_id"
"cloud","sunny day","72706"
"cloud","mist","91891"
"cloud","fluff","136078"
"cloud","sponge","227402"
"cloud","single","248096"
"cloud","cotton ball","267137"
"cloud","cotton balls","267137"
"cloud","shape","319612"
"cloud","sky","404961"
"cloud","puffy white","405531"
"cloud","sky water","405708"
"cloud","cotton wool","411529"
"cloud","cumulus","411868"
"cloud","fluffy cotton","414394"
"cloud","fluffy white","414407"
"cloud","marshmallow","420431"
"cloud","puffy","424925"
"cloud","rain source","425144"
"cloud","rain thunder","425149"
"cloud","sky cotton","427193"
"cloud","white cotton","431786"
"cloud","white fluff","431806"
"cloud","white fluffy","431808"
"cloud","white puff","431846"
"cloud","white puffy","431847"
"cloud","white sky","431859"
"cloud","white","431875"
"cloud","white wool","431881"
"cloud","sky rain","493410"
"cloud","float cotton","497949"
"cloud","fluffy mist","497961"
"cloud","fluffy pillow","497962"
"cloud","fluffy snowball","497964"
"cloud","fluffy vapor","497965"
"cloud","hold moisture","498202"
"cloud","puffy air","498847"
"cloud","puffy cotton","498849"
"cloud","puffy fluffy","498850"
"cloud","shape sometimes","499059"
"cloud","sky marshmallow","499127"
"cloud","steam bunch","499276"
"cloud","dark sky","503748"
"cloud","partly weather","504544"
"cloud","candy floss","508741"
"cloud","cotton puff","508858"
"cloud","evaporate air","509016"
"clover","irish","403873"
"clown","funny","5294"
"club","golf","1295"
"club","wood","3328"
"club","bat","6301"
"club","exclusive","7488"
"club","hammer","7952"
"club","man","9170"
"club","disco","102931"
"club","party","134402"
"club","stick","164664"
"club","dance","210781"
"club","mace","273305"
"club","big stick","404232"
"club","fun dance","415071"
"club","golf tool","415616"
"club","spade heart","427947"
"club","also golf","434268"
"club","dance hall","441932"
"club","discotheque","453881"
"club","nightlife","459700"
"club","caveman stick","480832"
"club","wild girl","499621"
"club","eskimo weapon","503869"
"club","iron seven","504195"
"club","night fun","504466"
"clue","candlestick","41348"
"clue","mystery work","504444"
"coach","team sport","470340"
"coach","trainer","495471"
"coal","pollution","585"
"coal","mine","1328"
"coal","black","2361"
"coal","rock","2997"
"coal","burn","3062"
"coal","stone","5242"
"coal","fire","7329"
"coal","diamond","24044"
"coal","miner","37957"
"coal","acid rain","42304"
"coal","grill","71464"
"coal","black lump","409143"
"coal","christmas gift","410697"
"coal","gas","419095"
"coal","black rock","437442"
"coal","shale","454312"
"coal","clump","481391"
"coal","hard dark","498143"
"coal","hard oil","504086"
"coal","black foam","508619"
"coast","sea","1490"
"coast","ocean","2892"
"coast","sand","6572"
"coast","beach","8058"
"coast","line","116596"
"coast","shore","179752"
"coast","island","201643"
"coast","near shore","238724"
"coast","edge","304301"
"coast","atlantic pacific","407903"
"coast","cliff","410892"
"coast","east west","412909"
"coast","water","416474"
"coast","land water","418505"
"coast","last","419139"
"coast","rocky cliff","425719"
"coast","seaside","426335"
"coast","shoreline","426802"
"coast","beach line","436341"
"coast","ocean edge","460284"
"coast","sea shore","466203"
"coast","land ocean","487226"
"coast","ocean frontage","504494"
"coat","paint","1479"
"coat","clothe","4148"
"coat","winter","6576"
"coat","cold weather","7155"
"coat","nice","7505"
"coat","fur","10800"
"coat","jacket","25687"
"coat","shirt","68358"
"coat","thick","73528"
"coat","long jacket","405113"
"coat","outerwear","423378"
"coat","winter jacket","432027"
"coat","animal fur","434767"
"coat","cold outerwear","440447"
"coat","sweater","454410"
"coat","over clothe","461476"
"coat","cold","474765"
"coat","winter clothe","475128"
"coat","winter wear","475145"
"coat","parka","490485"
"coat","trench","495579"
"coat","go outdoors","504027"
"coat","warm wear","505119"
"coat","wear garment","505136"
"coat","anorak","508444"
"cocktail","magarita","323771"
"cocktail","gin tonic","324425"
"cocktail","secret","429341"
"coffee","dark liquid","482246"
"coffin","box","33797"
"coffin","cough","39044"
"coffin","wooden box","432256"
"coffin","bury dead","438555"
"coffin","vampire sleep","505088"
"cognition","recognize","402906"
"coil","spring","6278"
"coil","wire","220694"
"coil","snake position","468007"
"coil","wrap around","475756"
"coin","money","1416"
"coin","metal","7446"
"coin","round","8170"
"coin","copper","9169"
"coin","change","15896"
"coin","nickel","33022"
"coin","penny","163319"
"coin","quarter","280496"
"coin","circle","296565"
"coin","dime","403838"
"coin","cent","410426"
"coin","dime nickel","412354"
"coin","metal disc","420761"
"coin","metal money","420767"
"coin","penny dime","423844"
"coin","penny nickel","423845"
"coin","round metal","425853"
"coin","dime penny","442519"
"coin","metal circle","456488"
"coin","metal disk","498495"
"coke","drink","6321"
"coke","soda","21304"
"coke","heroin","40736"
"cold","hot","1606"
"cold","ice","1847"
"cold","snow","6152"
"cold","winter","6576"
"cold","frozen water","15849"
"cold","warm","24113"
"cold","what","34613"
"cold","frigid","50131"
"cold","freeze","144201"
"cold","temperature","165587"
"cold","get","415690"
"cold","icy","417340"
"cold","low temperature","419850"
"cold","clod","508813"
"collar","call","241884"
"collar","neck circle","498583"
"college","student","946"
"college","education","1219"
"college","university","12023"
"college","high school","19872"
"college","library","75817"
"college","school","268981"
"college","degree","412200"
"college","after high","433797"
"colonel","kentucky fry","405010"
"colonel","major captain","504316"
"colony","war","5313"
"colony","village","15367"
"colony","complex","24150"
"colony","hive","26345"
"colony","ant","26722"
"colony","country","27662"
"colony","society","35984"
"colony","mankind","38563"
"colony","many","41485"
"colony","thirteen","96333"
"colony","unite state","101366"
"colony","group","171206"
"colony","empire","175038"
"colony","settlement","182060"
"colony","british","404297"
"colony","jamestown","404993"
"colony","thirteen state","405986"
"colony","early settlement","412861"
"colony","live place","419532"
"colony","many ant","420251"
"colony","many bee","420259"
"colony","new world","421784"
"colony","thirteen original","429477"
"colony","america thirteen","434372"
"colony","animal group","434773"
"colony","ant live","434958"
"colony","mother england","498541"
"colony","settler settlement","499046"
"colony","american history","503340"
"colony","american settler","503341"
"colony","ant group","503368"
"colony","british empire","503540"
"colony","early america","503824"
"colony","imperialism","504171"
"colony","baloney","508523"
"colony","beehive anthill","508548"
"colony","call knee","508731"
"colony","call lonely","508732"
"colony","call","508733"
"color","light","1945"
"color","black","2361"
"color","picture","2699"
"color","green","3053"
"color","yellow","4128"
"color","everything","5326"
"color","blue","5475"
"color","red","7337"
"color","purple","7456"
"color","vision","8337"
"color","shade","10735"
"color","orange","24439"
"color","number","25367"
"color","see","28000"
"color","paint","40894"
"color","singular","41486"
"color","all","46833"
"color","draw","50940"
"color","crayon","65798"
"color","american","80846"
"color","call","241884"
"color","dye","276311"
"color","spectrum","300338"
"color","blue green","404264"
"color","blue yellow","404265"
"color","general term","404748"
"color","generic term","404749"
"color","green yellow","404794"
"color","orange purple","405408"
"color","palette","406317"
"color","hue","407369"
"color","black white","409161"
"color","blue red","409240"
"color","brown black","409731"
"color","green blue","415918"
"color","green red","415955"
"color","odour","422667"
"color","rainbow","425157"
"color","red blue","425306"
"color","red green","425339"
"color","red orange","425354"
"color","red yellow","425375"
"color","tint","429680"
"color","white black","431774"
"color","white yellow","431883"
"color","yellow green","432517"
"color","light property","453615"
"color","light spectrum","453627"
"color","green orange","485287"
"color","visual perception","496166"
"color","pink green","498767"
"color","purple red","498859"
"color","rainbow section","498883"
"color","art light","503380"
"color","person favorite","504565"
"color","visual spectrum","505102"
"color","american type","508442"
"color","what","508484"
"colour","person","1133"
"colour","paint","1479"
"colour","green","3053"
"colour","yellow","4128"
"colour","blue","5475"
"colour","red","7337"
"colour","rainbow","11884"
"colour","see","47790"
"colour","labor","109798"
"colour","dye","276311"
"colour","crayon","276617"
"colour","british","404297"
"colour","green yellow","404794"
"colour","green blue","415918"
"colour","red blue","425306"
"colour","red green","425339"
"colour","red orange","425354"
"colour","tint","429680"
"colour","yellow green","432517"
"colour","green orange","485287"
"column","pillar","3332"
"column","round","8170"
"column","newspaper","10030"
"column","architecture","16500"
"column","volume","21661"
"column","rome","26230"
"column","cement","34507"
"column","table","41948"
"column","call","50120"
"column","marble","54028"
"column","vertical","56384"
"column","roman architecture","117603"
"column","article","155590"
"column","greece","236035"
"column","pole","275832"
"column","cylinder","301865"
"column","post","404314"
"column","general","405225"
"column","vertical row","406145"
"column","call hum","410039"
"column","call um","410045"
"column","greek architecture","415898"
"column","greek building","415899"
"column","newspaper article","421794"
"column","newspaper inch","421797"
"column","period","423951"
"column","row","425887"
"column","spreadsheet","428110"
"column","up down","430839"
"column","buttress","453785"
"column","marble pillar","455885"
"column","tall thin","470251"
"column","call em","480553"
"column","tall round","494804"
"column","hold roof","498197"
"column","page layout","498699"
"column","right cylinder","498941"
"column","small tower","499171"
"column","space","499236"
"column","table part","499336"
"column","tall skinny","499348"
"column","ancient greece","503347"
"column","excel row","503885"
"column","excel spreadsheet","503886"
"column","horizontal row","504142"
"column","pantheon","504534"
"column","parthenon","504541"
"column","reporter write","504708"
"column","dowel","508381"
"column","cool loom","508848"
"column","excel document","509024"
"combine","mix","111614"
"combustion","type engine","472728"
"combustion","bust ton","508719"
"comedy","funny","5294"
"comedy","stand up","15901"
"comedy","joke","39863"
"comedy","tragedy","51950"
"comedy","clown","96821"
"comfort","home","1645"
"comfort","pleasure","4809"
"comfort","bed","11891"
"comfort","warmth","16273"
"comfort","luxury","23113"
"comfort","abstract","94768"
"comfort","oxford","281580"
"comfort","cozy","453852"
"comfort","mom hug","498528"
"comforter","pillow","6275"
"command","computer","481"
"command","authority","11853"
"command","army","27652"
"command","order","75004"
"command","conquer","330963"
"command","give order","476921"
"command","ten","499383"
"command","army officer","503378"
"command","army superior","503379"
"commander","high","243004"
"commander","chief","417425"
"commander","president","463520"
"commander","naval commodore","498573"
"committee","organization","16222"
"committee","group","19813"
"committee","business","31899"
"committee","communism","40188"
"committee","make decision","57450"
"committee","person group","423872"
"committee","decision","498169"
"committee","small group","499174"
"committee","congress group","503689"
"committee","come tea","508832"
"commode","porcelain","42691"
"common","popular","37204"
"common","usual","142660"
"common","proper","414200"
"common","others","454156"
"common","same","454281"
"common","banal","503403"
"common","normal generic","504480"
"compact","small","9459"
"compact","hold makeup","498201"
"company","person","262"
"company","build","1198"
"company","office","1476"
"company","concern","28895"
"company","business","30887"
"company","employment","74039"
"company","small","85318"
"company","corporation","276952"
"company","put together","405535"
"company","firm","414140"
"company","incorporate","417627"
"company","three crowd","429532"
"company","work place","432312"
"company","limit liability","454524"
"company","small corporation","467747"
"company","begin comp","479612"
"company","cant pass","508745"
"compare","contrast","78095"
"compare","evaluate two","503875"
"compare","parallel","504538"
"compare","simile","504831"
"comparison","compare","471383"
"comparison","come pair","501517"
"competition","fight","1895"
"complete","perfect","34118"
"complete","done","73248"
"complete","finish","223514"
"complete","full","453963"
"compliment","person","11"
"composer","writer","191508"
"composer","mozart","285746"
"composer","write music","497066"
"composer","writer music","505182"
"computer","screen","125422"
"computer","monitor","133557"
"computer","mouse","227663"
"concern","mom","67646"
"concern","care","100872"
"concern","worry","101633"
"concern","parenthood","498717"
"concert","music","569"
"concert","sing","7327"
"concert","theater","22955"
"concert","person sing","197690"
"conclusion","deduce answer","503757"
"concrete","road","3245"
"concrete","asphalt","21649"
"concrete","cement","34507"
"concrete","sidewalk","212890"
"condition","shampoo","8030"
"condition","health","16203"
"condition","status","158577"
"condition","state","272645"
"condition","no er","405294"
"condition","critical","441599"
"condition","mint excellent","504369"
"condition","term","504974"
"cone","hat","665"
"cone","ice cream","15927"
"cone","three dimension","44161"
"cone","triangular","115030"
"cone","waffle","225253"
"cone","triangle","274716"
"cone","shape","319612"
"cone","spike","405360"
"cone","holder","416844"
"cone","point tube","498801"
"cone","pointy solid","498806"
"cone","round pyramid","498980"
"cone","wizard hat","499643"
"cone","teepee","508405"
"cone","circular triangle","508793"
"conference","meet","6953"
"conflict","war","5313"
"confusion","minus de","498514"
"confusion","blur","503447"
"conjunction","together","90439"
"conjunction","and or","434667"
"connect","go online","25338"
"connect","union","32921"
"connect","internet","81935"
"connect","tie","216246"
"connect","attach","276505"
"connect","put together","405535"
"connect","bring together","438229"
"connect","join","452233"
"connect","dot","470659"
"connect","internet cable","504191"
"connect","join piece","504215"
"connect","nectar","508735"
"conscience","mind","24315"
"conscience","guilt moral","504062"
"conscience","couscous","508865"
"consequence","put together","405535"
"conservation","environment","255978"
"conservation","ecology","285194"
"conservation","save resource","465877"
"conservation","conversation","500487"
"conservation","protect animal","504654"
"conservation","protect environment","504656"
"consider","think through","246335"
"consideration","thoughtfulness","85763"
"consonant","vowel","274401"
"consonant","alphabet","279976"
"consonant","son","300861"
"consonant","person","404883"
"constitution","old","6960"
"constitution","washington dc","187922"
"constitution","establishment","269502"
"constitution","amendment","407207"
"construction","worker","22638"
"construction","crane","86413"
"construction","site","199385"
"construction","con truck","508840"
"contact","eyesight","71642"
"contact","translucent disc","499470"
"contain","hold stuff","114264"
"contain","hold","224524"
"contain","include","403872"
"contain","tan","460028"
"contain","inside","498264"
"content","happiness","4117"
"content","book","6348"
"content","satisfy","25043"
"content","peaceful happiness","504559"
"continent","country","679"
"continent","earth","1846"
"continent","africa","2671"
"continent","many country","6231"
"continent","big","7589"
"continent","land","9357"
"continent","australia","11712"
"continent","seven","20317"
"continent","america","24239"
"continent","south america","24434"
"continent","geography","56881"
"continent","europe","63830"
"continent","land mass","64533"
"continent","huge","71902"
"continent","north america","72746"
"continent","planet","82730"
"continent","asia","83326"
"continent","sentiment","105616"
"continent","antarctica","110378"
"continent","world","170327"
"continent","map","177666"
"continent","place","180464"
"continent","landmass","276724"
"continent","huge land","404930"
"continent","asia europe","407826"
"continent","big country","408879"
"continent","europe asia","413310"
"continent","tectonic","429154"
"continent","australia asia","435679"
"continent","large landmass","452992"
"continent","america asia","478592"
"continent","america europe","478594"
"continent","seven exist","499049"
"continent","africa asia","503313"
"continent","america australasia","503339"
"continent","eurasia","503874"
"continent","global landmass","504020"
"continent","land region","504255"
"continent","africa america","508422"
"continent","asia big","508498"
"continent","body land","508653"
"continue","person","1133"
"continue","end","12490"
"continue","keep go","129607"
"continue","duration","275771"
"continue","go","415538"
"continue","go forward","448041"
"continue","tin","499423"
"contract","business agreement","438577"
"contract","marriage certificate","498465"
"contract","sign document","499092"
"contraction","noun","186560"
"contraction","apostrophe","407629"
"contraction","combine","411195"
"contribution","charity","107475"
"control","take charge","93220"
"control","remote","425468"
"control","authority","451021"
"control","power over","463403"
"control","television remote","499365"
"convent","church","965"
"convent","build","11022"
"cook","chef","768"
"cook","eat","1071"
"cook","bake fry","503401"
"cookie","round","8170"
"cookie","disk","8681"
"cookie","tea","13236"
"cookie","brownie","275549"
"cookie","circle","296565"
"cookie","gingerbread man","498048"
"cookie","little cake","498394"
"cool","awesome","44304"
"cool","hip","454006"
"coolness","player","1170"
"cope","manage","167037"
"cope","deal","442096"
"copper","penny","1156"
"copy","paper","153"
"copy","reproduce","7730"
"copy","write","7863"
"copy","carbon","10150"
"copy","cheat","11313"
"copy","same","24762"
"copy","print","35124"
"copy","identical","47619"
"copy","replicate","83471"
"copy","itself","115765"
"copy","another","242258"
"copy","pea","330403"
"copy","original","405960"
"copy","cut paste","411949"
"copy","duplicate","412801"
"copy","photo","424052"
"copy","xerox machine","432439"
"copy","xerox","433321"
"copy","paste","434670"
"copy","imitate","450958"
"copy","replica","464831"
"copy","clone","471373"
"copy","duplication","476739"
"copy","computer term","481640"
"copy","source","499382"
"copy","make duplicate","504320"
"cord","wire","29602"
"core","center","272183"
"core","fruit","498639"
"cork","wood","3328"
"corkscrew","drink wine","48405"
"corn","movie","218"
"corn","food","1506"
"corn","animal","1564"
"corn","yellow","4128"
"corn","vegetable","5002"
"corn","cereal","8815"
"corn","wheat","8831"
"corn","starch","11231"
"corn","ear","11839"
"corn","tortilla","27113"
"corn","stalk","30090"
"corn","long","42865"
"corn","farm","46909"
"corn","hay","55283"
"corn","maize","61262"
"corn","pop","74102"
"corn","farm food","86930"
"corn","yellow tooth","135743"
"corn","cylinder","301865"
"corn","maze","406511"
"corn","breakfast flake","409593"
"corn","kernel","418228"
"corn","yellow ear","432504"
"corn","yellow green","432517"
"corn","yellow kernel","432520"
"corn","yellow nugget","432522"
"corn","yellow piece","432530"
"corn","yellow vegetable","432537"
"corn","agricultural grain","433940"
"corn","bumpy","438474"
"corn","farm crop","444916"
"corn","grain type","448353"
"corn","oat","454149"
"corn","yellow cob","475978"
"corn","yellow food","475984"
"corn","many kernel","498459"
"corn","cob","498636"
"corn","tall stalk","499349"
"corn","yellow bead","499665"
"corn","yellow bubble","499668"
"corn","yellow husk","499670"
"corn","yellow long","499674"
"corn","yellow plant","499676"
"corn","hog food","504132"
"corner","triangle","1379"
"corner","room","8819"
"corner","point","18231"
"corner","wall","25409"
"corner","bend","30437"
"corner","geometry","41481"
"corner","square","99351"
"corner","right angle","170757"
"corner","dunce","234317"
"corner","angle","404098"
"corner","ninety degree","405281"
"corner","city block","410801"
"corner","room edge","425774"
"corner","turn","430413"
"corner","two wall","430633"
"corner","sharp turn","466699"
"corner","wall meet","474044"
"corner","room square","504733"
"cornet","trumpet","117263"
"corporation","company","31930"
"corporation","big company","436998"
"corpse","dead body","207528"
"correspondent","fancy term","413657"
"corridor","long path","498417"
"cost","money","1416"
"cost","expensive","4052"
"cost","bill","6162"
"cost","buy","11423"
"cost","expense","30681"
"cost","amount","30939"
"cost","pay","35227"
"cost","value","50097"
"cost","price","58035"
"cost","payment","76080"
"cost","purchase","109180"
"cost","product","132887"
"cost","tag","280633"
"cost","prize","320126"
"cost","how much","404924"
"cost","item value","417976"
"cost","money amount","421038"
"cost","debit","422362"
"cost","price tag","424777"
"cost","price value","424779"
"cost","money expense","488885"
"cost","risen","498159"
"cost","price buy","504638"
"cottage","cheese","5511"
"cottage","tiny house","429702"
"cottage","quaint cabin","498867"
"cottage","quaint house","498869"
"cotton","slavery","752"
"cotton","cloth","2170"
"cotton","fabric","2181"
"cotton","clothe","2765"
"cotton","soft","3293"
"cotton","snow","6152"
"cotton","white","6542"
"cotton","cloud","7342"
"cotton","sheep","7368"
"cotton","wool","7369"
"cotton","sheet","8508"
"cotton","summer","10032"
"cotton","fluffy","26563"
"cotton","ball","33669"
"cotton","slave","35304"
"cotton","crop","41735"
"cotton","shirt","45176"
"cotton","yarn","54845"
"cotton","gin","56958"
"cotton","linen","62381"
"cotton","ten","68283"
"cotton","polyester","90760"
"cotton","fluff","136078"
"cotton","bottom","256627"
"cotton","textile","274019"
"cotton","plantation","307713"
"cotton","puffy white","405531"
"cotton","clothe material","410955"
"cotton","fluffy cloud","414392"
"cotton","fluffy white","414407"
"cotton","plant","414974"
"cotton","pick","424087"
"cotton","slave pick","427236"
"cotton","southern crop","427930"
"cotton","white ball","431767"
"cotton","white bud","431779"
"cotton","white cloud","431784"
"cotton","white fluff","431806"
"cotton","white fluffy","431808"
"cotton","white puff","431846"
"cotton","wool acrylic","432277"
"cotton","fluffy candy","445872"
"cotton","plant product","462838"
"cotton","soft white","468158"
"cotton","tee shirt","470382"
"cotton","white cloth","474876"
"cotton","white fiber","474888"
"cotton","fluffy ball","497957"
"cotton","fluffy boll","497959"
"cotton","puffy cloud","498848"
"cotton","white bole","499589"
"cotton","clothe production","503661"
"cotton","deep south","503760"
"cotton","gin machine","504012"
"cotton","plant pick","504594"
"cotton","rabbit tail","504681"
"cotton","sew kit","504799"
"cotton","wool linen","505169"
"cotton","cosmetic applicator","508857"
"couch","chair","1851"
"couch","futon","326222"
"couch","sofa","454359"
"couch","big chair","508583"
"council","legal","3281"
"council","town","6602"
"council","meet","6953"
"council","city","16380"
"council","government","29631"
"council","politics","56869"
"council","law","65271"
"council","decision make","216417"
"council","console","273801"
"council","mayor","285338"
"council","committee","404209"
"council","student government","469508"
"council","con sill","508839"
"count","math","22243"
"count","number","25367"
"count","four","34382"
"count","vampire","100947"
"count","order","215541"
"count","five six","404669"
"count","two","405393"
"count","six seven","405700"
"count","three four","405995"
"count","addition","453684"
"count","marquise","454094"
"count","aristocratic vampire","508485"
"country","music","569"
"country","map","4200"
"country","town","6602"
"country","cowboy","6639"
"country","land","9357"
"country","south","11398"
"country","america","24239"
"country","france","26620"
"country","usa","29464"
"country","england","30752"
"country","park","32097"
"country","canada","33519"
"country","nation","38514"
"country","china","39302"
"country","britain","42144"
"country","continent","44506"
"country","japan","45210"
"country","farm","46909"
"country","geography","56881"
"country","field","57038"
"country","big","63001"
"country","border","74484"
"country","unite state","101366"
"country","generic","240019"
"country","state","272645"
"country","nationality","328455"
"country","general","405225"
"country","music genre","405243"
"country","usa england","406123"
"country","america canada","407209"
"country","big hat","408899"
"country","rural area","425979"
"country","large landmass","452992"
"country","hundred","498226"
"country","japan usa","498304"
"country","open plain","498670"
"country","many state","504335"
"country","southern music","504886"
"country","usa britain","505081"
"country","china england","508787"
"courage","cowardly lion","411631"
"course","school","76"
"course","study","125"
"course","gold","2586"
"course","green","3053"
"course","grass","9004"
"course","field","10595"
"course","university","12023"
"course","golf","25662"
"course","river","28522"
"course","english","30867"
"course","location","37559"
"course","choose","79235"
"course","race","86761"
"course","eighteen hole","88128"
"course","chemistry","96951"
"course","browse","127287"
"course","map","177666"
"course","college class","234847"
"course","loop","250632"
"course","track","286962"
"course","lesson","330380"
"course","generic term","404749"
"course","route","404890"
"course","golf area","415601"
"course","golf place","415607"
"course","grass hole","415815"
"course","pathway","423732"
"course","biology","453746"
"course","meal part","456142"
"course","obstacle","460252"
"course","food spread","484241"
"course","meal stage","498474"
"court","jury","559"
"court","golf","1295"
"court","tennis","8857"
"court","sport","14539"
"court","room","21757"
"court","lawyer","22630"
"court","law","22857"
"court","floor","24134"
"court","place","30381"
"court","trial","44958"
"court","basketball tennis","408334"
"court","day","412061"
"court","king arthur","418328"
"court","wood floor","432229"
"court","tennis area","470513"
"court","tennis field","470518"
"court","king venue","498321"
"cousin","wisconsin","63805"
"cover","manhole","358"
"cover","music","569"
"cover","bed","1796"
"cover","cardboard","1976"
"cover","conceal","2161"
"cover","book","7176"
"cover","nice","7505"
"cover","top","8716"
"cover","hide","40070"
"cover","protection","45123"
"cover","lid","74100"
"cover","magazine","75801"
"cover","protect","80573"
"cover","binder","153725"
"cover","quilt","213764"
"cover","short","243818"
"cover","oven","250693"
"cover","gunfire","271352"
"cover","sheet","273477"
"cover","roof","277950"
"cover","book jacket","409383"
"cover","duck","412778"
"cover","flat top","414278"
"cover","front book","415009"
"cover","tarp","433254"
"cover","bed quilt","436436"
"cover","concealment","440815"
"cover","outside book","461415"
"cover","hard back","498141"
"cover","sheet topper","499066"
"cover","music imitation","504433"
"cover","shield","504808"
"cow","cattle","1756"
"cow","horse","2684"
"cow","animal","7158"
"cow","steer","11315"
"cow","dairy","123279"
"cow","bull","211657"
"cow","moo","220387"
"cow","buffalo","275429"
"cow","calf","285813"
"cow","big animal","408852"
"cow","black white","409161"
"cow","bovine","409502"
"cow","dairy animal","411979"
"cow","female bull","413863"
"cow","give milk","415465"
"cow","milk animal","420858"
"cow","milk giver","420868"
"cow","milk producer","420879"
"cow","moo moo","421161"
"cow","farm","422928"
"cow","udder","430706"
"cow","go moo","448022"
"cow","milk","449315"
"cow","moo animal","457042"
"cow","beef","508374"
"cowhide","cow skin","50900"
"cowl","monk hood","504390"
"crab","spider","271870"
"crab","lobster","454078"
"cradle","sleep","1888"
"cradle","crib","202313"
"cradle","bassinet","508536"
"craft","art","8607"
"cranberry","red","7337"
"cranberry","ocean spray","422639"
"cranberry","band name","436041"
"cranberry","christmas sauce","503635"
"cranberry","fall thanksgiving","503903"
"crane","tall","15478"
"crane","lift","57424"
"crane","long neck","74859"
"crane","stork","330553"
"crane","lift heavy","498370"
"crane","yellow","499682"
"crane","build site","503548"
"crawl","baby","271251"
"crawl","near floor","498577"
"cream","white","6542"
"cream","whip","52391"
"cream","dessert","73122"
"creator","everything","5326"
"creator","make","44408"
"creator","god","419104"
"creator","make world","504326"
"creator","person make","504570"
"creature","animal","1564"
"creature","kind","39274"
"creature","myth","83973"
"creature","fantasy","156801"
"creature","monster","271255"
"creature","great small","404793"
"creature","black lagoon","409140"
"creature","frankenstein","446797"
"creature","beast","453736"
"creature","unknown animal","473117"
"creature","swamp","499322"
"creature","mysterious animal","504443"
"crime","theft","3123"
"crime","punishment","29318"
"crime","felony","413852"
"croak","frog voice","446897"
"crocodile","swamp","30234"
"crocodile","alligator","404470"
"crook","thief","74610"
"crook","criminal","199214"
"crop","food","1506"
"crop","corn","4036"
"crop","vegetable","5002"
"crop","plant","6251"
"crop","wheat","8831"
"crop","grass","9004"
"crop","flower","26687"
"crop","farmer","28146"
"crop","corn field","36798"
"crop","singular","41486"
"crop","farm","46909"
"crop","many plant","64235"
"crop","grain","93912"
"crop","harvest","116673"
"crop","rotation","185712"
"crop","row","228350"
"crop","agriculture","406942"
"crop","alien circle","407021"
"crop","corn barley","411465"
"crop","corn wheat","411479"
"crop","farmer field","413689"
"crop","field","417464"
"crop","wheat corn","431700"
"crop","sound hop","499223"
"crop","cut short","503741"
"crop","field food","503922"
"crop","ride weapon","504722"
"crop","what plant","505146"
"crop","corn maybe","508853"
"croquet","golf","1295"
"cross","walk","100"
"cross","church","965"
"cross","jesus","984"
"cross","religion","24120"
"cross","line","101371"
"cross","crucifix","104269"
"cross","intersection","116580"
"cross","crucifixion","152029"
"cross","path","173575"
"cross","two line","247858"
"cross","christianity","278056"
"cross","plus","404002"
"cross","tee","405932"
"cross","tea","406576"
"cross","ex","407292"
"cross","jesus die","418058"
"cross","plus sign","424435"
"cross","religious symbol","425452"
"cross","time sign","429665"
"cross","christ death","439771"
"cross","christ relate","439774"
"cross","jesus death","452142"
"cross","angry","453702"
"cross","red","464532"
"cross","jesus post","498307"
"cross","sign plus","499090"
"cross","small tee","499170"
"cross","synonym crucifix","504949"
"crow","black","2361"
"crow","army","23858"
"crow","hop","24860"
"crow","raven","405557"
"crow","black bird","409116"
"crow","buzz cut","508726"
"crowd","many person","185"
"crowd","human","515"
"crowd","congestion","1009"
"crowd","game","1296"
"crowd","cheer","3275"
"crowd","busy","4726"
"crowd","big","7589"
"crowd","chaos","7957"
"crowd","large","8606"
"crowd","event","10365"
"crowd","sport","14539"
"crowd","fan","15789"
"crowd","group","19813"
"crowd","mess","27213"
"crowd","bunch","27661"
"crowd","audience","39295"
"crowd","gather","55861"
"crowd","chowder","77726"
"crowd","clown","78237"
"crowd","protest","81258"
"crowd","small","85318"
"crowd","frown","86583"
"crowd","large city","89101"
"crowd","several person","99553"
"crowd","city","112230"
"crowd","mow","112958"
"crowd","mob","121658"
"crowd","riot","127122"
"crowd","concert","156192"
"crowd","gathering","163460"
"crowd","football game","194133"
"crowd","baseball game","270740"
"crowd","rock concert","289628"
"crowd","herd","303073"
"crowd","rock band","313524"
"crowd","big group","404210"
"crowd","lot person","405136"
"crowd","three person","405998"
"crowd","throng","406001"
"crowd","many","406047"
"crowd","bunch person","409844"
"crowd","christmas shop","410702"
"crowd","gather person","415251"
"crowd","large gather","418538"
"crowd","large mass","418545"
"crowd","lot","419748"
"crowd","mass","420443"
"crowd","people","422723"
"crowd","person","422723"
"crowd","place","423083"
"crowd","people group","423872"
"crowd","person group","423872"
"crowd","person mass","423887"
"crowd","stadium group","428157"
"crowd","three","429538"
"crowd","two company","430635"
"crowd","big gather","437035"
"crowd","big mob","437074"
"crowd","cluster","440352"
"crowd","coward","441447"
"crowd","group person","448719"
"crowd","loud","454080"
"crowd","proud","454219"
"crowd","push together","463985"
"crowd","rowdy","465465"
"crowd","previous","491450"
"crowd","tight group","495181"
"crowd","full stadium","498012"
"crowd","group mob","498113"
"crowd","hooligan","498211"
"crowd","jumble","498312"
"crowd","load person","498408"
"crowd","multitude","498559"
"crowd","pack","498696"
"crowd","person cramp","498743"
"crowd","prowl","498843"
"crowd","row","498985"
"crowd","stadium full","499268"
"crowd","wave person","499562"
"crowd","big event","503483"
"crowd","hoard","504131"
"crowd","large group","504256"
